name,price,description,image_urls
Maroon Flower Circular Earrings,720,Multicolored Stone Detailing  Pin Stud and Press Loop Fastening Dimension 32 Inches,"https://img.faballey.com/images/Product/IJE00034/d3.jpg,https://img.faballey.com/images/Product/IJE00034/d4.jpg,https://img.faballey.com/images/Product/IJE00034/d5.jpg,https://img.faballey.com/images/Product/IJE00034/d6.jpg,https://img.faballey.com/images/Product/IJE00034/d7.jpg"
Gold Kundan White Bead Cluster Earrings,900,Type Danglers  Color Gold White  Composition Alloy Glass Beads  Closure Push Back Length  55 Mm,"https://img.faballey.com/images/Product/ZEA00108/d3.jpg,https://img.faballey.com/images/Product/ZEA00108/d4.jpg,https://img.faballey.com/images/Product/ZEA00108/d5.jpg,https://img.faballey.com/images/Product/ZEA00108/d6.jpg"
Gold White Diamond Bangle Set,1050,Color Gold White  Composition Alloy Stone Closure Slip On Length  40 Mm,"https://img.faballey.com/images/Product/ZBR00008/d3.jpg,https://img.faballey.com/images/Product/ZBR00008/d4.jpg,https://img.faballey.com/images/Product/ZBR00008/d5.jpg,https://img.faballey.com/images/Product/ZBR00008/d6.jpg"
Multi Shape Stone Earrings,560,Turquoise Gold  Metal &amp Natural Stone  Pin Stud and Press Loop Fastening Dimension 34 Inches,"https://img.faballey.com/images/Product/IJE00053/d3.jpg,https://img.faballey.com/images/Product/IJE00053/d4.jpg,https://img.faballey.com/images/Product/IJE00053/d5.jpg,https://img.faballey.com/images/Product/IJE00053/d7.jpg"
Multicolor Geo Stone Earrings,600,Add a dash of color to your Indowestern look with these multicolor stone earrings These feature pink blue and green stones making them ideal for a variety of colors   Work It Pair these earrings with any solid colored tunic of your liking,"https://img.faballey.com/images/Product/IJE00088/d3.jpg,https://img.faballey.com/images/Product/IJE00088/d4.jpg,https://img.faballey.com/images/Product/IJE00088/d5.jpg,https://img.faballey.com/images/Product/IJE00088/d7.jpg"
Gold Circlet Drop Earrings,475,Type Danglers  Color Gold  Composition Brass  Closure Push Back Length  115 Mm,"https://img.faballey.com/images/Product/ZEA00115/d3.jpg,https://img.faballey.com/images/Product/ZEA00115/d4.jpg,https://img.faballey.com/images/Product/ZEA00115/d5.jpg,https://img.faballey.com/images/Product/ZEA00115/d6.jpg"
Silver Geometric Embossed Oxidised Jhumki Earrings,725,Type Danglers  Color Silver  Composition Alloy  Closure Push Back Length  65 Mm,"https://img.faballey.com/images/Product/ZEA00149/d3.jpg,https://img.faballey.com/images/Product/ZEA00149/d4.jpg,https://img.faballey.com/images/Product/ZEA00149/d5.jpg,https://img.faballey.com/images/Product/ZEA00149/d7.jpg"
Gold Red Kundan Floral Dangler Earrings,800,Type Danglers  Color Gold White Red  Composition Alloy Glass Pearls Faux Stone  Closure Push Back Length  85 Mm,"https://img.faballey.com/images/Product/ZEA00087/d3.jpg,https://img.faballey.com/images/Product/ZEA00087/d4.jpg,https://img.faballey.com/images/Product/ZEA00087/d5.jpg,https://img.faballey.com/images/Product/ZEA00087/d6.jpg"
Dual Toned Droplet Oxidised Earrings,600,Type Danglers  Color Silver Gold  Composition Alloy Closure Push Back Length  70 Mm,"https://img.faballey.com/images/Product/ZEA00156/d3.jpg,https://img.faballey.com/images/Product/ZEA00156/d4.jpg,https://img.faballey.com/images/Product/ZEA00156/d5.jpg,https://img.faballey.com/images/Product/ZEA00156/d7.jpg"
Multicolor Geo Stone Fringe Earring,480,Modish and stylish these multicolor earrings are party perfect Featuring a striking combination of white blue and gold   Work It  Look sexy and trendy by teaming these earrings with a matching gown,"https://img.faballey.com/images/Product/IJE00065/d3.jpg,https://img.faballey.com/images/Product/IJE00065/d4.jpg,https://img.faballey.com/images/Product/IJE00065/d5.jpg,https://img.faballey.com/images/Product/IJE00065/d7.jpg"
Silver Intricate Tribal Oxidised Dangler Earrings,325,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00178/d3.jpg,https://img.faballey.com/images/Product/ZEA00178/d4.jpg,https://img.faballey.com/images/Product/ZEA00178/d5.jpg,https://img.faballey.com/images/Product/ZEA00178/d7.jpg"
Gold Blue Square Mesh Earrings,550,Type Danglers  Color Gold Blue Composition Brass Stones Closure Push Back Length  60 Mm,"https://img.faballey.com/images/Product/ZEA00123/d3.jpg,https://img.faballey.com/images/Product/ZEA00123/d4.jpg,https://img.faballey.com/images/Product/ZEA00123/d5.jpg,https://img.faballey.com/images/Product/ZEA00123/d6.jpg"
Gold Circlet Pearl Drop Dangler Earrings,450,Type Danglers  Color Multicolor  Composition Brass Stone Pearl Closure Ear wire Length  75 Mm,"https://img.faballey.com/images/Product/ZEA00135/d3.jpg,https://img.faballey.com/images/Product/ZEA00135/d4.jpg,https://img.faballey.com/images/Product/ZEA00135/d5.jpg,https://img.faballey.com/images/Product/ZEA00135/d6.jpg"
Gold Kundan Necklace With Green Beads,700,Color Gold White Green  Composition Alloy Glass Beads  Closure Lobster Clasp Length  140 Mm,"https://img.faballey.com/images/Product/ZNE00005/d3.jpg,https://img.faballey.com/images/Product/ZNE00005/d4.jpg,https://img.faballey.com/images/Product/ZNE00005/d5.jpg,https://img.faballey.com/images/Product/ZNE00005/d7.jpg"
Gold Kundan Red Bead Maang Tika,1050,Color Gold White Red  Composition Alloy Glass Beads  Length  140 Mm,"https://img.faballey.com/images/Product/ZMT00017/d3.jpg,https://img.faballey.com/images/Product/ZMT00017/d4.jpg,https://img.faballey.com/images/Product/ZMT00017/d5.jpg,https://img.faballey.com/images/Product/ZMT00017/d7.jpg"
Gold Green Geometric Stone Earrings,600,Type Danglers  Color Gold Green  Composition Brass Stone  Closure Push Back Length  75 Mm,"https://img.faballey.com/images/Product/ZEA00137/d3.jpg,https://img.faballey.com/images/Product/ZEA00137/d4.jpg,https://img.faballey.com/images/Product/ZEA00137/d5.jpg,https://img.faballey.com/images/Product/ZEA00137/d7.jpg"
Gold Horseshoe Pearl Stud Earrings,350,Type Stud Earrings  Color Gold White  Composition Brass Pearl  Closure Push Back Length  50 Mm,"https://img.faballey.com/images/Product/ZEA00146/d3.jpg,https://img.faballey.com/images/Product/ZEA00146/d4.jpg,https://img.faballey.com/images/Product/ZEA00146/d5.jpg,https://img.faballey.com/images/Product/ZEA00146/d7.jpg"
Gold Red Floral Drop Earrings,680,Looking for something unique Try on these gold oblong earrings These feature floral clusters and are finished with a pearl drop   Work It These look fabulous with a simple sareeblouse look,"https://img.faballey.com/images/Product/IJE00080/d3.jpg,https://img.faballey.com/images/Product/IJE00080/d4.jpg,https://img.faballey.com/images/Product/IJE00080/d5.jpg,https://img.faballey.com/images/Product/IJE00080/d7.jpg"
Gold Matte Geometric Ring Stud Earrings,800,Type Stud Earrings  Color Gold Black Composition Brass Stone  Closure Push Back Length  60 Mm,"https://img.faballey.com/images/Product/ZEA00143/d3.jpg,https://img.faballey.com/images/Product/ZEA00143/d4.jpg,https://img.faballey.com/images/Product/ZEA00143/d5.jpg,https://img.faballey.com/images/Product/ZEA00143/d7.jpg"
Gold Plate Swirl Earrings,475,Type Danglers  Color Gold  Composition Brass  Closure Push Back Length  100 Mm,"https://img.faballey.com/images/Product/ZEA00130/d3.jpg,https://img.faballey.com/images/Product/ZEA00130/d4.jpg,https://img.faballey.com/images/Product/ZEA00130/d5.jpg,https://img.faballey.com/images/Product/ZEA00130/d6.jpg"
Gold Mass Pearl Stud Earrings,375,Type Stud Earrings  Color Gold White  Composition Brass Pearl  Closure Push Back Length  45 Mm,"https://img.faballey.com/images/Product/ZEA00116/d3.jpg,https://img.faballey.com/images/Product/ZEA00116/d4.jpg,https://img.faballey.com/images/Product/ZEA00116/d5.jpg,https://img.faballey.com/images/Product/ZEA00116/d6.jpg"
White Green Beaded Quad Kundan Matha Patti,900,Color Gold White Green  Composition Alloy Glass Beads Length  140 Mm,"https://img.faballey.com/images/Product/ZMT00027/d3.jpg,https://img.faballey.com/images/Product/ZMT00027/d4.jpg,https://img.faballey.com/images/Product/ZMT00027/d7.jpg"
Blue Stone Gold Leaf Drop Earrings,480,Color Black and Gold  Blue and Black Stone Studded  Leafy Danglers  Closure Push Back  Length  225 Inches,"https://img.faballey.com/images/Product/IJE00125/d3.jpg,https://img.faballey.com/images/Product/IJE00125/d4.jpg,https://img.faballey.com/images/Product/IJE00125/d5.jpg,https://img.faballey.com/images/Product/IJE00125/d7.jpg"
Gold Cross Circle Drop Earrings,625,Type Danglers  Color Gold  Composition Brass  Closure Push Back Length  82 Mm,"https://img.faballey.com/images/Product/ZEA00131/d3.jpg,https://img.faballey.com/images/Product/ZEA00131/d4.jpg,https://img.faballey.com/images/Product/ZEA00131/d5.jpg,https://img.faballey.com/images/Product/ZEA00131/d6.jpg"
Dual Toned Green Stone Oxidised Jhumka Earrings,800,Type Danglers  Color Silver Gold Green Composition Alloy Stone  Closure Push Back Length  50 Mm,"https://img.faballey.com/images/Product/ZEA00153/d3.jpg,https://img.faballey.com/images/Product/ZEA00153/d4.jpg,https://img.faballey.com/images/Product/ZEA00153/d5.jpg,https://img.faballey.com/images/Product/ZEA00153/d7.jpg"
Gold Red Kundan Beaded Hathphool,600,Color Gold Red White  Composition Brass Glass Beads Closure Lobster Clasp Length  Adjustable,"https://img.faballey.com/images/Product/ZBR00012/d3.jpg,https://img.faballey.com/images/Product/ZBR00012/d4.jpg,https://img.faballey.com/images/Product/ZBR00012/d5.jpg,https://img.faballey.com/images/Product/ZBR00012/d6.jpg"
Dual Toned Oxidized Triangular Earrings Necklace Set,1900,Color Gold Silver Blue  Composition Alloy  Closure Lobster Clasp Length  330 Mm,"https://img.faballey.com/images/Product/ZNS00020/d3.jpg,https://img.faballey.com/images/Product/ZNS00020/d4.jpg,https://img.faballey.com/images/Product/ZNS00020/d5.jpg,https://img.faballey.com/images/Product/ZNS00020/d6.jpg,https://img.faballey.com/images/Product/ZNS00020/d8.jpg"
Silver Oxidized Green Stone Star Earring Necklace Set,1750,Color Gold Silver Green  Composition Alloy Stone  Closure Lobster Clasp Length  330 Mm,"https://img.faballey.com/images/Product/ZNS00021/d3.jpg,https://img.faballey.com/images/Product/ZNS00021/d4.jpg,https://img.faballey.com/images/Product/ZNS00021/d5.jpg,https://img.faballey.com/images/Product/ZNS00021/d6.jpg,https://img.faballey.com/images/Product/ZNS00021/d8.jpg"
Gold Toned Textured Cuff Bracelet,950,Color Gold  Features a textured effect Composition Brass  Closure Adjustable Free Size,"https://img.faballey.com/images/Product/ZBR00022/d3.jpg,https://img.faballey.com/images/Product/ZBR00022/d4.jpg,https://img.faballey.com/images/Product/ZBR00022/d5.jpg,https://img.faballey.com/images/Product/ZBR00022/d6.jpg,https://img.faballey.com/images/Product/ZBR00022/d7.jpg"
Gold Circular Bunch Earrings,600,Type Danglers  Color Gold  Composition Brass  Closure Push Back Length  80 Mm,"https://img.faballey.com/images/Product/ZEA00132/d3.jpg,https://img.faballey.com/images/Product/ZEA00132/d4.jpg,https://img.faballey.com/images/Product/ZEA00132/d5.jpg,https://img.faballey.com/images/Product/ZEA00132/d7.jpg"
Gold Toned Hand Hammered Cuff Bracelet,1050,Color Gold  Features a handhammered effect Composition Brass  Closure Adjustable Free Size,"https://img.faballey.com/images/Product/ZBR00021/d3.jpg,https://img.faballey.com/images/Product/ZBR00021/d4.jpg,https://img.faballey.com/images/Product/ZBR00021/d5.jpg,https://img.faballey.com/images/Product/ZBR00021/d6.jpg,https://img.faballey.com/images/Product/ZBR00021/d7.jpg"
Multicolor Stone Hoop Earrings,440,Color Multicolor  Stone Studded  Closure Push Back  Gold Hoop  Length  25 Inches,"https://img.faballey.com/images/Product/IJE00145/d3.jpg,https://img.faballey.com/images/Product/IJE00145/d4.jpg,https://img.faballey.com/images/Product/IJE00145/d5.jpg,https://img.faballey.com/images/Product/IJE00145/d7.jpg,https://img.faballey.com/images/Product/IJE00145/d8.jpg"
Gold Multistone Concentric Earrings,675,Type Danglers  Color Gold Black White  Composition Brass Stone Pearl Closure Push Back Length  85 Mm,"https://img.faballey.com/images/Product/ZEA00128/d3.jpg,https://img.faballey.com/images/Product/ZEA00128/d4.jpg,https://img.faballey.com/images/Product/ZEA00128/d5.jpg,https://img.faballey.com/images/Product/ZEA00128/d6.jpg"
Gold Glossy Cluster Dangler Earrings,625,Type Dangler  Color Gold  Composition Brass  Closure Push Back Length  105 Mm,"https://img.faballey.com/images/Product/ZEA00145/d3.jpg,https://img.faballey.com/images/Product/ZEA00145/d4.jpg,https://img.faballey.com/images/Product/ZEA00145/d5.jpg,https://img.faballey.com/images/Product/ZEA00145/d7.jpg"
Gold Red Kundan Bead Ivy Crescent Earrings,1100,Type Danglers  Color Gold White Red  Composition Alloy Glass Beads  Closure Push Back Length  90 Mm,"https://img.faballey.com/images/Product/ZEA00096/d3.jpg,https://img.faballey.com/images/Product/ZEA00096/d4.jpg,https://img.faballey.com/images/Product/ZEA00096/d5.jpg,https://img.faballey.com/images/Product/ZEA00096/d6.jpg"
Gold Kundan Delicate Drop Matha Patti,700,Color Gold White  Composition Alloy Glass Beads Length  140 Mm,"https://img.faballey.com/images/Product/ZMT00028/d3.jpg,https://img.faballey.com/images/Product/ZMT00028/d4.jpg,https://img.faballey.com/images/Product/ZMT00028/d7.jpg"
Gold Violet Geometric Stone Earrings,600,Type Danglers  Color Gold Violet  Composition Brass Stone  Closure Push Back Length  75 Mm,"https://img.faballey.com/images/Product/ZEA00140/d3.jpg,https://img.faballey.com/images/Product/ZEA00140/d4.jpg,https://img.faballey.com/images/Product/ZEA00140/d5.jpg,https://img.faballey.com/images/Product/ZEA00140/d7.jpg"
Multicolor Stone Studded Hoop Earrings,640,Keep it effortlessly stylish in these multicolor earrings Featuring blue and green stone embellishments   Work It Style these with a trendy tunic to look smart,"https://img.faballey.com/images/Product/IJE00103/d3.jpg,https://img.faballey.com/images/Product/IJE00103/d4.jpg,https://img.faballey.com/images/Product/IJE00103/d5.jpg,https://img.faballey.com/images/Product/IJE00103/d7.jpg"
Gold Multicolour Stone Circle Vine Earrings,600,Type Stud Earrings  Color Multicolor  Composition Brass Stone Closure Push Back Length  90 Mm,"https://img.faballey.com/images/Product/ZEA00117/d3.jpg,https://img.faballey.com/images/Product/ZEA00117/d4.jpg,https://img.faballey.com/images/Product/ZEA00117/d5.jpg,https://img.faballey.com/images/Product/ZEA00117/d6.jpg"
Red White Petal Kundan String Hathphool,550,Color Gold Red White  Composition Brass Glass Beads Closure Lobster Clasp Length  Adjustable,"https://img.faballey.com/images/Product/ZBR00014/d3.jpg,https://img.faballey.com/images/Product/ZBR00014/d4.jpg,https://img.faballey.com/images/Product/ZBR00014/d5.jpg,https://img.faballey.com/images/Product/ZBR00014/d6.jpg"
Gold Kundan Ivy Jhumki Earrings,650,These gold and white kundan earrings are a winner of an addon to any festive outfit Featuring a botanical motif the earrings get their finishing touches with dainty white beads   Style Tip Pair the earrings with statement kundan bangles for some added glam,"https://img.faballey.com/images/Product/ZEA00093/d3.jpg,https://img.faballey.com/images/Product/ZEA00093/d4.jpg,https://img.faballey.com/images/Product/ZEA00093/d5.jpg,https://img.faballey.com/images/Product/ZEA00093/d6.jpg"
Gold Kundan Pearl Bracelet,1050,Color Gold White  Composition Alloy Glass Pearl Closure Lobster Clasp Length  30 Mm,"https://img.faballey.com/images/Product/ZBR00039/d3.jpg,https://img.faballey.com/images/Product/ZBR00039/d4.jpg,https://img.faballey.com/images/Product/ZBR00039/d5.jpg,https://img.faballey.com/images/Product/ZBR00039/d6.jpg"
Gold Green Kundan Bead Drop Earring Necklace Set,3750,Glam up this festive season with this stunner of a gold plated kundan set Features a layered kundan necklace with a green drop along with matching dangler earrings   Style Tip Pair the set with a offshoulder blouse,"https://img.faballey.com/images/Product/ZNS00018/d3.jpg,https://img.faballey.com/images/Product/ZNS00018/d4.jpg,https://img.faballey.com/images/Product/ZNS00018/d5.jpg,https://img.faballey.com/images/Product/ZNS00018/d6.jpg"
Gold Textured Geometric Dangler Earrings,450,Type Danglers  Color Gold Black  Composition Brass Stone  Closure Ear wire Length  105 Mm,"https://img.faballey.com/images/Product/ZEA00136/d3.jpg,https://img.faballey.com/images/Product/ZEA00136/d4.jpg,https://img.faballey.com/images/Product/ZEA00136/d5.jpg,https://img.faballey.com/images/Product/ZEA00136/d6.jpg"
Gold White Kundan Maang Tika,1600,Color Gold White  Composition Alloy Glass Pearls  Length  20 Mm,"https://img.faballey.com/images/Product/ZMT00008/d3.jpg,https://img.faballey.com/images/Product/ZMT00008/d4.jpg,https://img.faballey.com/images/Product/ZMT00008/d5.jpg,https://img.faballey.com/images/Product/ZMT00008/d7.jpg"
Green Meena Kundan Chandbali Maang Tika,1400,This green meena kundan chandbali mangtika adds a soft and beautifully vintage look to a festive ensemble Features a crescent shaped motif encrusted with kundan and accentuated with pastel green enamel work and delicate white beads  Style Tip  Pair this mangtika with an elegant silk saree,"https://img.faballey.com/images/Product/ZMT00010/d3.jpg,https://img.faballey.com/images/Product/ZMT00010/d4.jpg,https://img.faballey.com/images/Product/ZMT00010/d5.jpg,https://img.faballey.com/images/Product/ZMT00010/d7.jpg"
Silver Filigree Green Stone Oxidised Earrings,450,Type Danglers  Color Silver Green  Composition Alloy Faux Stone  Closure Push Back Length  65 Mm,"https://img.faballey.com/images/Product/ZEA00150/d3.jpg,https://img.faballey.com/images/Product/ZEA00150/d4.jpg,https://img.faballey.com/images/Product/ZEA00150/d5.jpg,https://img.faballey.com/images/Product/ZEA00150/d7.jpg"
Gold Silver Double Disc Plate Earrings,475,Type Danglers  Color Gold Silver  Composition Brass  Closure Push Back Length  95 Mm,"https://img.faballey.com/images/Product/ZEA00113/d3.jpg,https://img.faballey.com/images/Product/ZEA00113/d4.jpg,https://img.faballey.com/images/Product/ZEA00113/d5.jpg,https://img.faballey.com/images/Product/ZEA00113/d6.jpg"
Silver Black Arrow Drop Gypsy Oxidised Earrings,250,Type Danglers  Color Oxidised Silver Black Composition Brass Stone  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00177/d3.jpg,https://img.faballey.com/images/Product/ZEA00177/d4.jpg,https://img.faballey.com/images/Product/ZEA00177/d5.jpg,https://img.faballey.com/images/Product/ZEA00177/d7.jpg"
Gold Kundan Tukdi Earring Necklace Set,2500,Color  Gold WhiteComposition  Alloy Glass Pearl Features  Enamel DetailClosure Dori Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00007/d3.jpg,https://img.faballey.com/images/Product/ZNS00007/d4.jpg,https://img.faballey.com/images/Product/ZNS00007/d5.jpg,https://img.faballey.com/images/Product/ZNS00007/d6.jpg"
Silver Weave Oxidised Dangler Earrings,250,Type Danglers  Color Oxidised Silver Composition Brass  Features Textured Weave Detail Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00180/d3.jpg,https://img.faballey.com/images/Product/ZEA00180/d4.jpg,https://img.faballey.com/images/Product/ZEA00180/d5.jpg,https://img.faballey.com/images/Product/ZEA00180/d7.jpg"
Gold Green Kundan Crescent Dangler Earrings,375,Type Danglers  Color Gold White Green  Composition Alloy Glass Beads  Closure Push Back Length  70 Mm,"https://img.faballey.com/images/Product/ZEA00105/d3.jpg,https://img.faballey.com/images/Product/ZEA00105/d4.jpg,https://img.faballey.com/images/Product/ZEA00105/d5.jpg,https://img.faballey.com/images/Product/ZEA00105/d6.jpg"
White Blue Diamond Earring Pendant Necklace Set,2625,Color  White Blue Composition  Alloy Stone Closure Lobster ClaspLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00011/d3.jpg,https://img.faballey.com/images/Product/ZNS00011/d4.jpg,https://img.faballey.com/images/Product/ZNS00011/d5.jpg,https://img.faballey.com/images/Product/ZNS00011/d6.jpg"
Gold White Square Kundan Beaded Drop Bracelet,1050,Color Gold White  Composition Alloy Glass Bead Closure Lobster Clasp Length  30 Mm,"https://img.faballey.com/images/Product/ZBR00042/d3.jpg,https://img.faballey.com/images/Product/ZBR00042/d4.jpg,https://img.faballey.com/images/Product/ZBR00042/d5.jpg,https://img.faballey.com/images/Product/ZBR00042/d6.jpg"
Gold Kundan Green Bead Floral Maang Tika,975,Color Gold White Green  Composition Alloy Glass Beads  Length  30 Mm,"https://img.faballey.com/images/Product/ZMT00009/d3.jpg,https://img.faballey.com/images/Product/ZMT00009/d4.jpg,https://img.faballey.com/images/Product/ZMT00009/d5.jpg,https://img.faballey.com/images/Product/ZMT00009/d7.jpg"
Gold Kundan Red Bead Chandbali Maang Tika,1050,Color Gold White Red  Composition Alloy Glass Beads  Length  140 Mm,"https://img.faballey.com/images/Product/ZMT00018/d3.jpg,https://img.faballey.com/images/Product/ZMT00018/d4.jpg,https://img.faballey.com/images/Product/ZMT00018/d5.jpg,https://img.faballey.com/images/Product/ZMT00018/d7.jpg"
Silver Leaf Textured Oxidized Cuff Bracelet,475,Color Oxidised Silver  Composition Brass Feature  Textured Detail Closure Adjustable Length  20 Mm,"https://img.faballey.com/images/Product/ZBR00029/d3.jpg,https://img.faballey.com/images/Product/ZBR00029/d4.jpg,https://img.faballey.com/images/Product/ZBR00029/d5.jpg,https://img.faballey.com/images/Product/ZBR00029/d6.jpg,https://img.faballey.com/images/Product/ZBR00029/d7.jpg"
Silver Gravel Oxidised Dangler Earrings,250,Type Danglers  Color Oxidised Silver Composition Brass  Features Textured Gravel Detail Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00181/d3.jpg,https://img.faballey.com/images/Product/ZEA00181/d4.jpg,https://img.faballey.com/images/Product/ZEA00181/d5.jpg,https://img.faballey.com/images/Product/ZEA00181/d7.jpg"
Multicolor Circle Squad Dangler Earrings,700,Type Danglers  Color Multicolour  Composition Brass Stone  Closure Push Back Length  60 Mm,"https://img.faballey.com/images/Product/ZEA00142/d3.jpg,https://img.faballey.com/images/Product/ZEA00142/d4.jpg,https://img.faballey.com/images/Product/ZEA00142/d5.jpg,https://img.faballey.com/images/Product/ZEA00142/d7.jpg"
Silver Hammered Plate Oxidised Hoop Earrings,350,Type Hoops  Color Oxidised Silver Composition Brass  Features Hammered Detail Closure Hook ClosureLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00179/d3.jpg,https://img.faballey.com/images/Product/ZEA00179/d4.jpg,https://img.faballey.com/images/Product/ZEA00179/d5.jpg,https://img.faballey.com/images/Product/ZEA00179/d7.jpg"
Gold Dome Elongated Drop Earrings,600,Type Danglers  Color Gold Grey  Composition Brass Stone Closure Push Back Length  95 Mm,"https://img.faballey.com/images/Product/ZEA00126/d3.jpg,https://img.faballey.com/images/Product/ZEA00126/d4.jpg,https://img.faballey.com/images/Product/ZEA00126/d5.jpg,https://img.faballey.com/images/Product/ZEA00126/d6.jpg"
Gold Green Kundan Meena Bracelet,1300,Color Gold White Green  Composition Alloy Glass Bead Feature  Meenakari Work Closure Lobster Clasp Length  40 Mm,"https://img.faballey.com/images/Product/ZBR00044/d3.jpg,https://img.faballey.com/images/Product/ZBR00044/d4.jpg,https://img.faballey.com/images/Product/ZBR00044/d5.jpg,https://img.faballey.com/images/Product/ZBR00044/d6.jpg"
Gold Blue Kundan Meena Petal Drop Earrings,550,Type Dangler  Color Gold Blue  Features meenakari work  Composition Alloy Glass Beads  Closure Push Back Length  60 Mm,"https://img.faballey.com/images/Product/ZEA00079/d3.jpg,https://img.faballey.com/images/Product/ZEA00079/d4.jpg,https://img.faballey.com/images/Product/ZEA00079/d5.jpg,https://img.faballey.com/images/Product/ZEA00079/d6.jpg"
Dual Toned Coined Oxidised Earrings,900,Type Danglers  Color Silver Gold  Composition Alloy  Closure Push Back Length  50 Mm,"https://img.faballey.com/images/Product/ZEA00160/d3.jpg,https://img.faballey.com/images/Product/ZEA00160/d4.jpg,https://img.faballey.com/images/Product/ZEA00160/d5.jpg,https://img.faballey.com/images/Product/ZEA00160/d7.jpg"
Silver Black Circular Gypsy Oxidised Earrings,250,Type Danglers  Color Oxidised Silver Black Composition Brass Stone  Closure Ear wireLength  29 Mm,"https://img.faballey.com/images/Product/ZEA00174/d3.jpg,https://img.faballey.com/images/Product/ZEA00174/d4.jpg,https://img.faballey.com/images/Product/ZEA00174/d5.jpg,https://img.faballey.com/images/Product/ZEA00174/d6.jpg"
White Pearl Drop Diamond Danger Earrings,1200,Type Dangler  Color White Composition Alloy Stone Pearl Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00228/d3.jpg,https://img.faballey.com/images/Product/ZEA00228/d4.jpg,https://img.faballey.com/images/Product/ZEA00228/d5.jpg,https://img.faballey.com/images/Product/ZEA00228/d7.jpg"
Green Meena Kundan Maang Tika,900,Color Gold White Green  Feature  Meenakari Work Composition Alloy Glass Pearl  Length  20 Mm,"https://img.faballey.com/images/Product/ZMT00006/d3.jpg,https://img.faballey.com/images/Product/ZMT00006/d4.jpg,https://img.faballey.com/images/Product/ZMT00006/d5.jpg,https://img.faballey.com/images/Product/ZMT00006/d7.jpg"
Gold Druzy Drop Hoop Earrings,600,Type Hoop  Color Gold White Multicolor Composition Brass Stone  Closure Hook ClosureLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00204/d3.jpg,https://img.faballey.com/images/Product/ZEA00204/d4.jpg,https://img.faballey.com/images/Product/ZEA00204/d5.jpg,https://img.faballey.com/images/Product/ZEA00204/d7.jpg"
Silver Metallic Tassel Oxidised Dangler Earrings,250,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00173/d3.jpg,https://img.faballey.com/images/Product/ZEA00173/d4.jpg,https://img.faballey.com/images/Product/ZEA00173/d5.jpg,https://img.faballey.com/images/Product/ZEA00173/d6.jpg"
White Silver Diamond Dangler Earrings,1200,Type Dangler  Color White Silver Composition Alloy Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00052/d3.jpg,https://img.faballey.com/images/Product/ZEA00052/d4.jpg,https://img.faballey.com/images/Product/ZEA00052/d5.jpg,https://img.faballey.com/images/Product/ZEA00052/d6.jpg"
White Gold Diamond Hoop Earrings,1150,Type Hoops  Color White Gold Composition Alloy Stone Closure Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00227/d3.jpg,https://img.faballey.com/images/Product/ZEA00227/d4.jpg,https://img.faballey.com/images/Product/ZEA00227/d5.jpg,https://img.faballey.com/images/Product/ZEA00227/d7.jpg"
Silver Vine Jaal Dangler Earrings,275,Type Danglers  Color Oxidised Silver Composition Brass  Closure Ear wireLength  29 Mm,"https://img.faballey.com/images/Product/ZEA00196/d3.jpg,https://img.faballey.com/images/Product/ZEA00196/d4.jpg,https://img.faballey.com/images/Product/ZEA00196/d5.jpg,https://img.faballey.com/images/Product/ZEA00196/d7.jpg"
Silver Botanical Oxidised Hoop Earrings,350,Type Hoops  Color Oxidised Silver Composition Brass  Closure Hook ClosureLength  30 Mm,"https://img.faballey.com/images/Product/ZEA00166/d3.jpg,https://img.faballey.com/images/Product/ZEA00166/d4.jpg,https://img.faballey.com/images/Product/ZEA00166/d5.jpg,https://img.faballey.com/images/Product/ZEA00166/d6.jpg"
Silver Daana Oxidised Hoop Earrings,425,Type Hoops  Color Oxidised Silver Composition Brass  Closure Hook ClosureLength  39 Mm,"https://img.faballey.com/images/Product/ZEA00170/d3.jpg,https://img.faballey.com/images/Product/ZEA00170/d4.jpg,https://img.faballey.com/images/Product/ZEA00170/d5.jpg,https://img.faballey.com/images/Product/ZEA00170/d6.jpg"
White Grape Cluster Diamond Dangler Earrings,975,Type Dangler  Color White Composition Alloy Stone Closure Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZEA00045/d3.jpg,https://img.faballey.com/images/Product/ZEA00045/d4.jpg,https://img.faballey.com/images/Product/ZEA00045/d5.jpg,https://img.faballey.com/images/Product/ZEA00045/d7.jpg"
