name,price,description,image_urls
Gold Black Stone Bracelet,750,Add an instant dose of glam to your look with this gold black stone bracelet Features dinctiveky cut black stones on a gold plated bracelet   Style Tip Pair the bracelet with a sleek gold band ring,"https://img.faballey.com/images/Product/ZBR00064/d3.jpg,https://img.faballey.com/images/Product/ZBR00064/d4.jpg,https://img.faballey.com/images/Product/ZBR00064/d5.jpg,https://img.faballey.com/images/Product/ZBR00064/d6.jpg"
Gold Grey Pencil Cut Stone Dangler Earrings,700,Type Hoop  Color Gold Grey Composition Alloy Stone  ClosureEar wire,"https://img.faballey.com/images/Product/ZEA00261/d3.jpg,https://img.faballey.com/images/Product/ZEA00261/d4.jpg,https://img.faballey.com/images/Product/ZEA00261/d5.jpg,https://img.faballey.com/images/Product/ZEA00261/d7.jpg"
Silver Floral Burst Daana Oxidised Hoop Earrings,600,Type Danglers  Color Oxidised Silver Composition Alloy  Feature  Textured Detail Closure Ear Wire,"https://img.faballey.com/images/Product/ZEA00288/d3.jpg,https://img.faballey.com/images/Product/ZEA00288/d4.jpg,https://img.faballey.com/images/Product/ZEA00288/d5.jpg,https://img.faballey.com/images/Product/ZEA00288/d6.jpg"
Gold White Kite Diamond Bangle Set,1600,Color Gold White  Composition Alloy Stone Closure Slip Ons ,"https://img.faballey.com/images/Product/ZBR00033/d3.jpg,https://img.faballey.com/images/Product/ZBR00033/d4.jpg,https://img.faballey.com/images/Product/ZBR00033/d5.jpg,https://img.faballey.com/images/Product/ZBR00033/d6.jpg,https://img.faballey.com/images/Product/ZBR00033/d7.jpg"
Gold Brown Dangler Earrings with attached Ear Chain,725,Delicate dainty and ohsochic this pair of goldplated brown dangler earrings is an absolute style essential It features a glass stone at the top attached with a dainty ear chain   Style Tip Pair the earrings with an updo and an offshoulder blouse,"https://img.faballey.com/images/Product/ZEA00358/d3.jpg,https://img.faballey.com/images/Product/ZEA00358/d4.jpg,https://img.faballey.com/images/Product/ZEA00358/d5.jpg,https://img.faballey.com/images/Product/ZEA00358/d6.jpg"
Gold Kundan Green Bead Stud Earrings,750,Type Studs  Color Gold White Green  Composition Alloy Beads  Closure Push Back  Length  38 Mm,"https://img.faballey.com/images/Product/ZEA00298/d3.jpg,https://img.faballey.com/images/Product/ZEA00298/d4.jpg,https://img.faballey.com/images/Product/ZEA00298/d5.jpg,https://img.faballey.com/images/Product/ZEA00298/d6.jpg"
Gold Kundan Green Bead Layered Dangler Earrings,750,Daintily detailed and statement worthy this layered dangler is perfect for your next festive soiree It features a kundan encrusted layered crescent motif with green beads and faux pearl drops   Style Tip Pair the earrings with centerparted hairdo and a kundan ring  Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00307/d3.jpg,https://img.faballey.com/images/Product/ZEA00307/d4.jpg,https://img.faballey.com/images/Product/ZEA00307/d5.jpg,https://img.faballey.com/images/Product/ZEA00307/d6.jpg"
Gold Green Jhumka Earrings,850,Delicately detailed in a stunning hue this pair of goldplated green jhumka earrings are perfect to jazz up any festive look They feature a petalshaped top encrusted with green glass stones   Style Tip Pull your hair black in a soft bun to flaunt these beauties,"https://img.faballey.com/images/Product/ZEA00359/d3.jpg,https://img.faballey.com/images/Product/ZEA00359/d4.jpg,https://img.faballey.com/images/Product/ZEA00359/d5.jpg,https://img.faballey.com/images/Product/ZEA00359/d6.jpg"
Antique Gold Daana Hoop Earrings,650,Type Hoop  Color Gold Silver Composition Alloy  Features Daana Work Closure Hook Closure,"https://img.faballey.com/images/Product/ZEA00282/d3.jpg,https://img.faballey.com/images/Product/ZEA00282/d4.jpg,https://img.faballey.com/images/Product/ZEA00282/d5.jpg,https://img.faballey.com/images/Product/ZEA00282/d6.jpg"
Gold Pastel Blue Metal Drops Dangler Earrings,600,Type Dangler Color blue  Composition Brass  Closure Push Back  Length  65 Mm,"https://img.faballey.com/images/Product/ZEA00399/d3.jpg,https://img.faballey.com/images/Product/ZEA00399/d4.jpg,https://img.faballey.com/images/Product/ZEA00399/d5.jpg,https://img.faballey.com/images/Product/ZEA00399/d6.jpg"
Gold Kundan Blue Drop Dangler Earrings,750,Type Dangler  Color Gold White Blue  Composition Alloy Beads  Closure Push Back  Length  75 Mm,"https://img.faballey.com/images/Product/ZEA00302/d3.jpg,https://img.faballey.com/images/Product/ZEA00302/d4.jpg,https://img.faballey.com/images/Product/ZEA00302/d5.jpg,https://img.faballey.com/images/Product/ZEA00302/d6.jpg"
Gold Bar Drops Dangler Earrings,900,Type Dangler  Color Goldenwhite  Composition Brass  Closure Ear wire  Length  60 Mm,"https://img.faballey.com/images/Product/ZEA00397/d3.jpg,https://img.faballey.com/images/Product/ZEA00397/d4.jpg,https://img.faballey.com/images/Product/ZEA00397/d5.jpg,https://img.faballey.com/images/Product/ZEA00397/d6.jpg"
Gold Textured Hoop Earrings Set of 3,625,Redefine your everyday style with these goldplated hoop earrings These come in a set of three with textured detail   Style Tip Pair the hoops with a stack of bangles  Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZEA00336/d3.jpg,https://img.faballey.com/images/Product/ZEA00336/d4.jpg,https://img.faballey.com/images/Product/ZEA00336/d5.jpg"
Gold Tie Wire Hoop Earrings,550,Type Hoops Color Gold  Composition Brass  Closure Push back  Length  35 Mm,"https://img.faballey.com/images/Product/ZEA00391/d3.jpg,https://img.faballey.com/images/Product/ZEA00391/d4.jpg,https://img.faballey.com/images/Product/ZEA00391/d5.jpg,https://img.faballey.com/images/Product/ZEA00391/d6.jpg"
Gold Black Floral Metallic Tassel Dangler Earrings,800,Give your jewelry collection a contemporary update with this pair of goldplated floral tassel earrings It features a floral motif encrusted with a black stone centre and finished with metallic tassels   Style Tip Pull your hair back in a sleek ponytail to flaunt these beauties   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00314/d3.jpg,https://img.faballey.com/images/Product/ZEA00314/d4.jpg,https://img.faballey.com/images/Product/ZEA00314/d5.jpg,https://img.faballey.com/images/Product/ZEA00314/d6.jpg"
Gold White Bead Jhumki Earrings,650,Give your festive look a traditional update with these goldplated white bead jhumkis It features petalshaped motifs with white bead drops   Style Tip Pair these jhumkas with a short kurta and salwar,"https://img.faballey.com/images/Product/ZEA00360/d3.jpg,https://img.faballey.com/images/Product/ZEA00360/d4.jpg,https://img.faballey.com/images/Product/ZEA00360/d5.jpg,https://img.faballey.com/images/Product/ZEA00360/d6.jpg"
Gold Handmade Starburst Stud Earrings,475,Type Studs  Color Golden  Composition Brass  Closure Push Back  Length  30 Mm,"https://img.faballey.com/images/Product/ZEA00392/d3.jpg,https://img.faballey.com/images/Product/ZEA00392/d4.jpg,https://img.faballey.com/images/Product/ZEA00392/d5.jpg,https://img.faballey.com/images/Product/ZEA00392/d6.jpg"
Gold Rose Pink Stone Tiered Dangler Earrings,550,Take your everyday look up a notch with this understated pair of goldplated tiered dangler earrings It features threetiered hexagonshaped danglers accentuated with rose pink stones   Style Tip Pair the earrings with a sleek hairdo,"https://img.faballey.com/images/Product/ZEA00357/d3.jpg,https://img.faballey.com/images/Product/ZEA00357/d4.jpg,https://img.faballey.com/images/Product/ZEA00357/d5.jpg,https://img.faballey.com/images/Product/ZEA00357/d6.jpg"
Gold Red Round Stud Earrings,550,With a timeless traditional design this pair of goldplated stud earrings will become your wedding season goto The pair features red beads encircling a circular stud with a red stone centre  Style Tip Pair the earrings with a classic sari   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00373/d3.jpg,https://img.faballey.com/images/Product/ZEA00373/d4.jpg,https://img.faballey.com/images/Product/ZEA00373/d5.jpg,https://img.faballey.com/images/Product/ZEA00373/d6.jpg"
Gold Black Druzy Cuff Bracelet,750,Color Gold Black  Composition Alloy Stone Closure Openable ,"https://img.faballey.com/images/Product/ZBR00062/d3.jpg,https://img.faballey.com/images/Product/ZBR00062/d4.jpg,https://img.faballey.com/images/Product/ZBR00062/d5.jpg,https://img.faballey.com/images/Product/ZBR00062/d6.jpg,https://img.faballey.com/images/Product/ZBR00062/d7.jpg"
Gold Leaf String Dangler Earrings,550,Give your everyday look an effortlessly elevated finish with this pair of goldplated leaf dangler earrings Crafted in a fetching circular design the earrings feature strings of leaf motifs  Style Tip Pair the earrings with a white strappy maxi dress and flats   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00402/d3.jpg,https://img.faballey.com/images/Product/ZEA00402/d4.jpg,https://img.faballey.com/images/Product/ZEA00402/d5.jpg,https://img.faballey.com/images/Product/ZEA00402/d6.jpg"
Gold Textured Orb Stud Earrings,300,Give your work look a glam update with this pair of goldplated stud earrings Crafted with a textured finish this pair is all you need to give your look an instant pullup   Style Tip Pull your hair up in a neat ponytail to flaunt these beauties,"https://img.faballey.com/images/Product/ZEA00381/d3.jpg,https://img.faballey.com/images/Product/ZEA00381/d4.jpg,https://img.faballey.com/images/Product/ZEA00381/d5.jpg,https://img.faballey.com/images/Product/ZEA00381/d6.jpg"
Gold Square Contemporary Bangle,450,Type Bangle  Color Gold  Composition Brass  Length  65 Mm,"https://img.faballey.com/images/Product/ZBR00068/d3.jpg,https://img.faballey.com/images/Product/ZBR00068/d4.jpg,https://img.faballey.com/images/Product/ZBR00068/d5.jpg,https://img.faballey.com/images/Product/ZBR00068/d6.jpg"
Blush Pink Crystal Bangle Set,1350,Type Bangles  Color White Pink Gold  Composition Alloy Crystal  Closure Slip On  Length  65 Mm,"https://img.faballey.com/images/Product/ZBR00078/d3.jpg,https://img.faballey.com/images/Product/ZBR00078/d4.jpg,https://img.faballey.com/images/Product/ZBR00078/d5.jpg,https://img.faballey.com/images/Product/ZBR00078/d6.jpg,https://img.faballey.com/images/Product/ZBR00078/d7.jpg"
Gold Kundan Beaded Pearl Chandbali Earrings,1050,Type Chandbali  Color Gold White  Composition Alloy Faux Pearls  Closure Push Back  Length  60 Mm,"https://img.faballey.com/images/Product/ZEA00301/d3.jpg,https://img.faballey.com/images/Product/ZEA00301/d4.jpg,https://img.faballey.com/images/Product/ZEA00301/d5.jpg,https://img.faballey.com/images/Product/ZEA00301/d6.jpg"
Gold Maroon Kundan Floral Beaded Maang Tikka,650,An exquisitely traditional design with hints of maroon this goldplated floral beaded maang tika is a musthave piece It features a kundan encrusted floral motif with small faux white beads and red bead drops   Style Tip Complete the look with soft waves   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZMT00039/d3.jpg,https://img.faballey.com/images/Product/ZMT00039/d4.jpg,https://img.faballey.com/images/Product/ZMT00039/d5.jpg,https://img.faballey.com/images/Product/ZMT00039/d6.jpg"
Gold Kundan Bar Pearl Bracelet,550,Wrap your wrist in the charm of this goldplated kundan and pearl bracelet Made with three strings of pearls the bracelet gets an alluring oldworld spin with sleek kundanencrusted bars   Style Tip Pair the bracelet with pearl drop earrings and a muted saree  Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZBR00070/d3.jpg,https://img.faballey.com/images/Product/ZBR00070/d4.jpg,https://img.faballey.com/images/Product/ZBR00070/d5.jpg,https://img.faballey.com/images/Product/ZBR00070/d6.jpg"
Silver Falling Drop Oxidized Bangle Set,700,Crafted with a delicate silver drop design this set of oxidised bangles can be your new 9 to 9 goto Features a set of 2 bangles  Style Tip Complete the look with a statement silver ring,"https://img.faballey.com/images/Product/ZBR00055/d3.jpg,https://img.faballey.com/images/Product/ZBR00055/d4.jpg,https://img.faballey.com/images/Product/ZBR00055/d5.jpg,https://img.faballey.com/images/Product/ZBR00055/d6.jpg,https://img.faballey.com/images/Product/ZBR00055/d7.jpg"
Gold Kundan Floral Stud Pearl Drop Dangler Earrings,625,Give your ethnic wear a charming finish with this pair of dainty goldplated pearl drop danglers It features a floral stud and kundanencrusted petalshaped motifs with faux white pearl drop   Style Tip Complete the look with a heavy kundan maangtika   Disclaimer Our jewellery is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00482/d3.jpg,https://img.faballey.com/images/Product/ZEA00482/d4.jpg,https://img.faballey.com/images/Product/ZEA00482/d5.jpg,https://img.faballey.com/images/Product/ZEA00482/d6.jpg"
Gold Crystal Double Drop Earrings,975,Striking and tastefully designed this pair of gold crystal dangler earrings will give your cocktail look an elegant finish It features stone studded CZ diamond danglers with a petalshaped drop   Style Tip Pair these earrings with a sleek straight ponytail   Disclaimer Our jewellery is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00477/d3.jpg,https://img.faballey.com/images/Product/ZEA00477/d4.jpg,https://img.faballey.com/images/Product/ZEA00477/d5.jpg,https://img.faballey.com/images/Product/ZEA00477/d6.jpg"
Silver Crystal Rectangle Drop Earrings,900,Crafted in a sleek design this pair of silver stud earrings is the perfect pick to complete your evening look It features a crystal studded top with a rectangular shaped dangler   Style Tip Pair the earrings with sideswept curls   Disclaimer Our jewellery is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00476/d3.jpg,https://img.faballey.com/images/Product/ZEA00476/d4.jpg,https://img.faballey.com/images/Product/ZEA00476/d5.jpg,https://img.faballey.com/images/Product/ZEA00476/d6.jpg"
Gold White Crystal Orb Bangle Set,1300,Type Bangles  Color Gold White  Composition Alloy Crystal   Length  65 Mm,"https://img.faballey.com/images/Product/ZBR00076/d3.jpg,https://img.faballey.com/images/Product/ZBR00076/d4.jpg,https://img.faballey.com/images/Product/ZBR00076/d5.jpg,https://img.faballey.com/images/Product/ZBR00076/d6.jpg,https://img.faballey.com/images/Product/ZBR00076/d7.jpg"
Gold Kundan Aqua Stone Floral Pendant Necklace Set,1475,Make a striking statement at the next cocktaildo with this goldplated kundan pendant necklace set The pendant crafted with a long aqua blue stone and a kundan encrusted floral motif comes with kundan floral stud earrings   Style Tip Complete the look with an aqua blue cocktail ring Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZNS00062/d3.jpg,https://img.faballey.com/images/Product/ZNS00062/d4.jpg,https://img.faballey.com/images/Product/ZNS00062/d5.jpg,https://img.faballey.com/images/Product/ZNS00062/d6.jpg,https://img.faballey.com/images/Product/ZNS00062/d7.jpg"
Gold Pearl Drop Stud Earrings Set of 3,700,Classic pearls get an elevated update with this set of goldplated pearl drop stud earrings With varying shapes finished with a timeless pearl drop these come in a set of three to give your everyday look an elegant finish   Style Tip Pair the earrings with a sleek gold watch for a workready look   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size color and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00440/d3.jpg,https://img.faballey.com/images/Product/ZEA00440/d4.jpg,https://img.faballey.com/images/Product/ZEA00440/d5.jpg"
Gold Green Disc Drop Hammered Dangler Earrings,575,Bold brazen and beautiful these goldplated green disc dangler earrings are a statement pair meant for keeps They feature a green glass stone set in the center with hammered disc drops   Style Tip Pair the earrings with a deep neck blouse and pulled back hair   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00433/d3.jpg,https://img.faballey.com/images/Product/ZEA00433/d4.jpg,https://img.faballey.com/images/Product/ZEA00433/d5.jpg,https://img.faballey.com/images/Product/ZEA00433/d6.jpg"
Gold Green Kundan Bead Dangler Earrings,975,Add a regal touch to your wedding wear with this heirloominspired pair of goldplated green kundan earrings It features a kundan encrusted stud and bottom piece strung together with green beads   Style Tip Complete the look with an anarkali and pulled back hair   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00468/d3.jpg,https://img.faballey.com/images/Product/ZEA00468/d4.jpg,https://img.faballey.com/images/Product/ZEA00468/d5.jpg,https://img.faballey.com/images/Product/ZEA00468/d6.jpg"
Gold Blue Enamel Jhumka Earrings,550,With a timeless traditional design and a seasonless hue this pair of goldplated blue jhumka earrings will become your wedding season goto It features a kundan encrusted center encircled with petal shaped motifs and faux pearls   Style Tip Pair these jhumkas with a short kurta and salwar,"https://img.faballey.com/images/Product/ZEA00443/d3.jpg,https://img.faballey.com/images/Product/ZEA00443/d4.jpg,https://img.faballey.com/images/Product/ZEA00443/d5.jpg,https://img.faballey.com/images/Product/ZEA00443/d6.jpg"
Gold Crystal Bangle Set of 4,1475,Pepper your everyday look with easy elegance with these goldplated bangles Encrusted with white crystals this set of four will become your goto staple to pair with your daily wear   Style Tip Complete the look with small silver hoop earrings   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZBR00079/d3.jpg,https://img.faballey.com/images/Product/ZBR00079/d4.jpg,https://img.faballey.com/images/Product/ZBR00079/d5.jpg,https://img.faballey.com/images/Product/ZBR00079/d6.jpg,https://img.faballey.com/images/Product/ZBR00079/d7.jpg"
Gold Red Kundan Beaded Dangler Earrings,475,Traditional motifs and dainty details come together in these beautifully crafted goldplated beaded dangler earrings They feature kundanencrusted petal motifs with a red stone center and red bead drops   Style Tip Complete the look with a small kundan maangtika   Disclaimer Our jewellery is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00488/d3.jpg,https://img.faballey.com/images/Product/ZEA00488/d4.jpg,https://img.faballey.com/images/Product/ZEA00488/d5.jpg,https://img.faballey.com/images/Product/ZEA00488/d6.jpg"
Gold Hive Cuff Bracelet,600,Color Gold  Composition Alloy Feature  Hive Texture Closure Adjustable,"https://img.faballey.com/images/Product/ZBR00053/d3.jpg,https://img.faballey.com/images/Product/ZBR00053/d4.jpg,https://img.faballey.com/images/Product/ZBR00053/d5.jpg,https://img.faballey.com/images/Product/ZBR00053/d6.jpg,https://img.faballey.com/images/Product/ZBR00053/d7.jpg"
Antique Silver Tribal Hoop Earrings,650,Redefine your ethnic style with this pair of antique silver tribal hoops   Style Tip  Add this with your regular black trousers and white shirt combo,"https://img.faballey.com/images/Product/ZEA00295/d3.jpg,https://img.faballey.com/images/Product/ZEA00295/d4.jpg,https://img.faballey.com/images/Product/ZEA00295/d5.jpg,https://img.faballey.com/images/Product/ZEA00295/d6.jpg"
Gold Blue Metal Tassel Dangler Earrings,825,Glam up your afterwork look with this pair of goldplated stone dangler earrings Crafted with blue and white stones and metal strip tassels this pair is all your need to switch up your look   Style Tip Style these earrings with sleek straight hair   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00313/d3.jpg,https://img.faballey.com/images/Product/ZEA00313/d4.jpg,https://img.faballey.com/images/Product/ZEA00313/d5.jpg,https://img.faballey.com/images/Product/ZEA00313/d6.jpg"
Gold Kundan Red Stone Chandbali Earrings,700,Give your jewellery collection a traditional and timeless update with this pair of eversoclassic goldplated chandbali earrings It features a kundanencrusted floral motif with white faux beads and red stone drops   Style Tip Complete the look with a kundan passa and a French braid   Disclaimer Our jewellery is handcrafted using natural stones which inherently vary in size color and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00486/d3.jpg,https://img.faballey.com/images/Product/ZEA00486/d4.jpg,https://img.faballey.com/images/Product/ZEA00486/d5.jpg,https://img.faballey.com/images/Product/ZEA00486/d6.jpg"
Gold Black Round Stone Cuff Bracelet,700,Clean lines and a minimal aesthetic come together in this gold plated cuff bracelet Features a black statement stone center on an adjustable bangle   Style Tip Pair this with a black power suit,"https://img.faballey.com/images/Product/ZBR00061/d3.jpg,https://img.faballey.com/images/Product/ZBR00061/d4.jpg,https://img.faballey.com/images/Product/ZBR00061/d5.jpg,https://img.faballey.com/images/Product/ZBR00061/d6.jpg,https://img.faballey.com/images/Product/ZBR00061/d7.jpg"
Gold Red Enamel Pearl Stud Earrings,350,Give your evening look a fine finish with this pair of goldplated red stud earrings Designed in a standout shade it features a faux pearl center encircled with kundan encrusted petal shaped motifs   Style Tip Pair the earrings with a sleek hairdo,"https://img.faballey.com/images/Product/ZEA00451/d3.jpg,https://img.faballey.com/images/Product/ZEA00451/d4.jpg,https://img.faballey.com/images/Product/ZEA00451/d5.jpg,https://img.faballey.com/images/Product/ZEA00451/d6.jpg"
Gold Crystal Studded Bangle Set,1300,Type Bangles  Color Gold White  Composition Alloy Crystals  Closure Slip On  Length  65 Mm,"https://img.faballey.com/images/Product/ZBR00075/d3.jpg,https://img.faballey.com/images/Product/ZBR00075/d4.jpg,https://img.faballey.com/images/Product/ZBR00075/d5.jpg,https://img.faballey.com/images/Product/ZBR00075/d6.jpg,https://img.faballey.com/images/Product/ZBR00075/d7.jpg"
Gold Kundan Floral Drop Dangler Earrings,600,With a minimal design and a contemporary vibe this pair of floral dangler earrings will work perfectly with your lightweight festive ensembles It features a kundanencrusted floral motif center with a petal shaped drop   Style Tip Pair the earrings with an offshoulder neckline   Disclaimer Our jewellery is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00480/d3.jpg,https://img.faballey.com/images/Product/ZEA00480/d4.jpg,https://img.faballey.com/images/Product/ZEA00480/d5.jpg,https://img.faballey.com/images/Product/ZEA00480/d6.jpg"
Silver Crystal Pearl Circular Stud Earrings,1100,Piece together a winning festive look with this pair of dazzling silver stud earrings It features crystalstudded concentric circles with a silvertoned faux pearl center   Style Tip Complete the look with a statement cuff   Disclaimer Our jewellery is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZEA00478/d3.jpg,https://img.faballey.com/images/Product/ZEA00478/d4.jpg,https://img.faballey.com/images/Product/ZEA00478/d5.jpg,https://img.faballey.com/images/Product/ZEA00478/d6.jpg"
